StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q14,Q114,Q114_1_TEXT,Q1,Q2,Q15,Q85,Q17,Q120,Q18,Q19,Q20,Q21,Q23,Q24,Q25,Q26,Q27,Q115,Q50,Q51,Q52,Q53,Q68,Q69,Q70,Q70_3_TEXT,Q71,Q34,Q93,Q37,Q95,Q87,Q92,Q40,Q40_3_TEXT,Q41,Q41_3_TEXT,Q111,Q42,Q42_3_TEXT,Q43,Q44,Q94,Q47,Q97,Q98,Q99,Q54,Q54_3_TEXT,Q55,Q55_3_TEXT,Q112,Q56,Q56_3_TEXT,Q57,Q57_3_TEXT,Q58,Q58_3_TEXT,Q59,Q59_3_TEXT,Q60,Q61,Q104,Q64,Q106,Q102,Q103,Q72,Q73,Q113,Q74,Q75,Q76,Q77,Q78,Q109,Q110,Q82,Q82_3_TEXT,Q101,Q107,Q108,Treatment Group
2/25/21 14:24,2/25/21 14:37,IP Address,*******,100,805,TRUE,2/25/21 14:37,R_1GHOSJYUlEhm5M4,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I give my consent to be the subject of the research.",,,"Black or African-American,Asian or Asian American",Male,45,"Some High School, No Diploma",,,Democrat,Conservative,0k-24k,Yes,Yes,bb,Yes,Northeast,Strongly Oppose,,,,,,Yes,,Yes,,Extremely important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/25/21 14:37,2/25/21 14:41,IP Address,*******,100,210,TRUE,2/25/21 14:41,R_3qOkqyJ2ES1tO67,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I give my consent to be the subject of the research.",,,White,Male,88,"Some High School, No Diploma",,,Democrat,Conservative,0k-24k,Yes,Yes,kk,No,Northeast,,,Somewhat disagree,Somewhat disagree,,Moderately Intelligent,Yes,,,,,,,,,,,Yes,,Yes,,Yes,No,,n,Agree,Moderately Agree,Agree,Completely Disagree,Completely Disagree,Moderately Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/25/21 15:38,2/25/21 16:09,IP Address,*******,100,1867,TRUE,2/25/21 16:09,R_2V1ngwqcp4J2In1,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I give my consent to be the subject of the research.",,,Black or African-American,Male,20,Bachelor's Degree,,,Independent,Moderate,300k-500k,No,No,,Yes,Southeast,Strongly Oppose,,Strongly disagree,Strongly agree,Moderately Hardworking,Neutral,Yes,Worse,Yes,"I don't like the phrasing of this, but I agree it isn't set up well for black ppl",Moderately important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,,No,,Agree,Completely Disagree,"Disagree,Explain your opinion.","Not fully, some should",Completely Agree,Moderately Disagree,Neither Agree Nor Disagree,
2/28/21 14:55,2/28/21 15:13,IP Address,*******,100,1061,TRUE,2/28/21 15:13,R_3er7SDt4sWH9Ahv,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I give my consent to be the subject of the research.",,,Black or African-American,Male,20,"Some College, No Diploma",,,Democrat,Moderate,25k-50k,Yes,,,Yes,Mid Atlantic,Strongly Oppose,,Strongly disagree,Strongly agree,Extremely Hardworking,Extremely Intelligent,Yes,Worse,Explain your opinion here.,No matter how hard black Americans try they will always have to face problems that white American’s don’t  ,Very important,Agree,Neither Agree Nor Disagree,Agree,Completely Agree,Completely Disagree,Completely Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/21 17:38,2/28/21 17:49,IP Address,*******,100,673,TRUE,2/28/21 17:49,R_sI6XWtckEbla9Ql,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I give my consent to be the subject of the research.",,,"White,Hispanic/Latinx",Male,22,High School Degree or GED,,,Democrat,Moderate,0k-24k,No,,,Yes,Northeast,Strongly Oppose,,Somewhat disagree,Strongly agree,Moderately Hardworking,Moderately Intelligent,Yes,Worse,Yes,,Extremely important,Agree,Moderately Agree,Agree,Completely Agree,Completely Disagree,Completely Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/21 17:49,2/28/21 17:57,IP Address,*******,100,512,TRUE,2/28/21 17:57,R_2Bh3IhBAHGuCrVn,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I give my consent to be the subject of the research.",,,Black or African-American,Male,20,High School Degree or GED,,,Democrat,Liberal,50k-100k,No,,,No,Northeast,Strongly Oppose,,Strongly disagree,Strongly agree,Moderately Hardworking,Extremely Intelligent,Yes,Worse,Yes,,Very important,,,,,,,No,,No,,No,Yes,,,Agree,Neither Agree Nor Disagree,Agree,Completely Agree,Completely Disagree,Moderately Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/21 18:09,2/28/21 18:51,IP Address,*******,100,2516,TRUE,2/28/21 18:51,R_un1y9JS4ZC6LxLz,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I give my consent to be the subject of the research.",,,Black or African-American,Male,20,High School Degree or GED,,,Democrat,Liberal,25k-50k,No,,,Yes,Northeast,Somewhat Oppose,,Strongly disagree,Strongly agree,Moderately Hardworking,Extremely Intelligent,Yes,Worse,Explain your opinion here.,"The foundations of this country are built to systemically keep White people the dominant race. We may not have to fail, but it is a threat to be equal or higher than a white person.",Extremely important,,,,,,,,,,,,,,,,,,,,,No,,No,,No,No,,No,,Yes,,No,,,Agree,Moderately Agree,Disagree,Completely Agree,Completely Disagree,Completely Agree,,,,,,,,,,,,,,,,
2/28/21 20:22,2/28/21 20:36,IP Address,*******,100,859,TRUE,2/28/21 20:36,R_24OvPpEKj2I9rMa,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I give my consent to be the subject of the research.",,,Black or African-American,Male,21,Associate's Degree,,,Democrat,Liberal,50k-100k,No,,,Yes,Northeast,Strongly Oppose,,Strongly disagree,Strongly agree,Moderately Lazy,Moderately Intelligent,Yes,Worse,Explain your opinion here.,"Racism has transitioned from being “outright”, to systemic ",Extremely important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,,Agree,Completely Agree,"Agree,Explain your opinion.","COVID-19 isn’t going away, we need to learn to live with it. It’s like the flu ",Completely Agree,Completely Disagree,Completely Disagree,
2/25/21 14:41,3/1/21 11:55,IP Address,*******,100,335649,TRUE,3/1/21 11:55,R_24zRDdPk40ucbAd,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I give my consent to be the subject of the research.",,,Hispanic/Latinx,Other,,"Professional Degree (PhD, JD, MD)",,,Democrat,Liberal,25k-50k,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,No,Explain your opinion,,No,,Explain your opinion,,No,,,Agree,Moderately Disagree,Agree,Completely Agree,Neither Agree Nor Disagree,Completely Agree,,,,,,,,,,,,,,,,
3/1/21 11:55,3/1/21 12:00,IP Address,*******,100,286,TRUE,3/1/21 12:00,R_pSjrZ6lejx0lixP,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,8888,White,Female,,Associate's Degree,,,4,,25k-50k,Yes,,,Yes,Mid Atlantic,Strongly Oppose,,Neither agree nor disagree,Neither agree nor disagree,Marginally Hardworking,,Yes,Better,No,,Extremely important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,Yes,Yes,,Agree,Completely Disagree,Disagree,,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,
3/1/21 9:15,3/1/21 18:24,IP Address,*******,100,32913,TRUE,3/1/21 18:24,R_24OvWlBt0AOyT8x,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I give my consent to be the subject of the research.",,,White,Female,21,High School Degree or GED,,,Independent,Moderate,50k-100k,No,,,Yes,Southeast,Strongly Oppose,,Strongly disagree,Strongly agree,Extremely Hardworking,Extremely Intelligent,Yes,Worse,Yes,,Extremely important,Agree,Neither Agree Nor Disagree,Agree,Completely Agree,Completely Disagree,Completely Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/21 18:30,3/1/21 18:51,IP Address,*******,100,1250,TRUE,3/1/21 18:51,R_3RqhtMXN2H0KK6l,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I give my consent to be the subject of the research.",,,White,Female,21,High School Degree or GED,,,Independent,Moderate,50k-100k,No,,,Yes,Southeast,Strongly Oppose,,Strongly disagree,Strongly agree,Extremely Hardworking,Extremely Intelligent,Yes,Worse,Yes,,Extremely important,,,,,,,,,,,,,,,,,,,,,Yes,,"No,Explain your opinion","While I do think that Jake Thomas blatantly violated NCAA rules, it was the coaches fault for offering these bribes in the first place. His coach initiated these illegal acts, and for an athlete an offer like this is uncomfortable to deny.  I think it's more fair to suspend him for a certain amount of games rather than an entire season that he really needs in order to get a good draft ranking. ",No,No,,No,,Yes,,No,,,Agree,Neither Agree Nor Disagree,Agree,Completely Agree,Completely Disagree,Completely Disagree,,,,,,,,,,,,,,,,
3/1/21 19:45,3/1/21 19:49,IP Address,*******,100,274,TRUE,3/1/21 19:49,R_8GmYRTzZhsTgN69,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I give my consent to be the subject of the research.",,,White,Female,19,"Some College, No Diploma",,,Republican,Moderate,500k+,No,,,No,Midwest,Strongly Oppose,,Strongly disagree,Strongly agree,Moderately Hardworking,Extremely Intelligent,Yes,Worse,Yes,,Very important,,,,,,,"Yes,Explain your opinion.",If he accepted those things then yes with the rules in place now he techinically did,No,,No,No,,,Agree,Moderately Disagree,Agree,Completely Agree,Completely Disagree,Completely Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/21 19:56,3/1/21 20:00,IP Address,*******,100,274,TRUE,3/1/21 20:00,R_0p3Q9EVw714RAI1,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I give my consent to be the subject of the research.",,,White,Female,19,High School Degree or GED,,,4,Conservative,300k-500k,No,,,No,Mid Atlantic,Strongly Oppose,,Strongly disagree,Somewhat agree,Neutral,Marginally Intelligent,Yes,Worse,No,,Very important,,,,,,,,,,,,,,,Disagree,Moderately Disagree,Disagree,Completely Agree,Moderately Disagree,Moderately Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/21 12:47,3/2/21 12:05,IP Address,*******,100,83896,TRUE,3/2/21 12:05,R_6JMoz8eVE9o2J7X,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I give my consent to be the subject of the research.",,,,,,,,,,,,,,,,Northwest,,,,Somewhat disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/2/21 12:06,3/2/21 12:08,IP Address,*******,100,127,TRUE,3/2/21 12:08,R_3stwbzjkMe3TAOC,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,,Asian or Asian American,Male,,High School Degree or GED,,,Republican,Liberal,25k-50k,,,,,,,,,,,,No,Worse,No,,Extremely important,,,,,,,,,,,,,,,,,,,,,Yes,,Explain your opinion,,No,No,,No,,No,,Explain your opinion,,,Agree,Moderately Disagree,Disagree,Moderately Disagree,Completely Agree,Moderately Agree,,,,,,,,,,,,,,,,
3/1/21 19:48,3/1/21 19:53,IP Address,*******,81,298,FALSE,3/8/21 19:53,R_3gZcN7DAxxD1FVk,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I give my consent to be the subject of the research.",,,White,Female,19,"Some College, No Diploma",,,Republican,Conservative,0k-24k,No,,,Yes,Northeast,,,Somewhat disagree,Neither agree nor disagree,Extremely Hardworking,Extremely Intelligent,No,Worse,Explain your opinion here.,I don’t think it’s the political system I’d say it’s generational and the unfortunate circumstances are passed down ,Slightly important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/10/21 21:28,3/10/21 21:32,IP Address,*******,100,279,TRUE,3/10/21 21:32,R_usTgIQDsmdehl3H,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I give my consent to be the subject of the research.",,,White,Male,24,"Some College, No Diploma",,Yes,Democrat,Moderate,300k-500k,No,,,No,Northeast,Strongly Support,Somewhat Oppose,Strongly disagree,Strongly agree,Extremely Hardworking,Extremely Intelligent,No,Worse,Yes,,Moderately important,,,,,,,Yes,,No,,No,No,,,Disagree,Neither Agree Nor Disagree,Disagree,Completely Agree,Completely Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Race Neutral Control Group
3/10/21 21:28,3/10/21 21:35,IP Address,*******,100,403,TRUE,3/10/21 21:35,R_3JEPRMvV5Z0gtYQ,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,920191298,"White,Other",Female,22,High School Degree or GED,,No,Independent,Moderate,,No,,,No,Foreign Country,Neither Support Nor Oppose,Neither Support Nor Oppose,Strongly disagree,Somewhat agree,Extremely Hardworking,Extremely Intelligent,Yes,Worse,Yes,,Extremely important,,,,,,,,,,,,,,,,,,,,,Yes,,Explain your opinion,Need more details and hard evidence ,No,Explain your opinion,He’s worked hard to get where he is and journalism could be biased. Need more hard facts/evidence/research to determine impact it can have on him,Yes,,Explain your opinion,Depends how hard he is punished/evidence against him,No,,,Disagree,Completely Disagree,Disagree,Completely Agree,Completely Disagree,Moderately Agree,,,,,,,,,,,,,,,,Racial Resentment Treatment
3/10/21 22:20,3/10/21 22:20,IP Address,*******,100,6,TRUE,3/10/21 22:20,R_2AKnZx5YMHySP0B,*******,*******,*******,*******,*******,*******,anonymous,EN,"No, I do not want to participate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/10/21 23:49,3/10/21 23:54,IP Address,*******,100,277,TRUE,3/10/21 23:54,R_2PdJ8YYU8tqfrG2,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I give my consent to be the subject of the research.",,,White,Male,59,"Professional Degree (PhD, JD, MD)",,Yes,Democrat,Moderate,500k+,No,,,No,Northeast,Somewhat Support,Neither Support Nor Oppose,Strongly disagree,Somewhat agree,Moderately Hardworking,Extremely Intelligent,Yes,Worse,No,,Extremely important,Agree,Moderately Agree,Disagree,Completely Agree,Moderately Disagree,Completely Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Control Group
3/10/21 23:54,3/11/21 0:09,IP Address,*******,100,900,TRUE,3/11/21 0:09,R_e34bQa6Q3Ury28p,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I give my consent to be the subject of the research.",,,White,Male,22,Bachelor's Degree,,Yes,Democrat,Moderate,300k-500k,No,,,No,Mid Atlantic,Somewhat Support,Somewhat Oppose,Somewhat disagree,Strongly agree,Moderately Hardworking,Moderately Intelligent,Yes,Worse,,,Moderately important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,Yes,No,No,"I said that Thomas was wrong for taking money because he violated the existing NCAA rules, even though I disagree with them. While not zero-sum, I felt it was unfair to players who followed the rules and did not accept payment.",Agree,Moderately Disagree,Agree,,Completely Agree,Completely Disagree,Moderately Disagree,Linked Fate Treatment
3/11/21 0:59,3/11/21 1:06,IP Address,*******,100,419,TRUE,3/11/21 1:06,R_AFnWrisyhcALnLH,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I give my consent to be the subject of the research.",,,White,Female,21,"Some College, No Diploma",,Yes,Democrat,Moderate,300k-500k,Yes,,,No,Foreign Country,Neither Support Nor Oppose,Neither Support Nor Oppose,Strongly disagree,Strongly agree,Neutral,Neutral,Yes,Worse,Yes,,Very important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,Yes,No,No,,Disagree,Neither Agree Nor Disagree,Disagree,,Moderately Agree,Neither Agree Nor Disagree,Moderately Agree,Linked Fate Treatment
3/11/21 4:08,3/11/21 4:17,IP Address,*******,100,508,TRUE,3/11/21 4:17,R_zYBKGNCzI7Tt8Wt,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I give my consent to be the subject of the research.",,,White,Female,22,Bachelor's Degree,,Yes,Democrat,Liberal,0k-24k,No,,,Yes,Northeast,Strongly Oppose,Strongly Oppose,Strongly disagree,Strongly agree,Extremely Hardworking,Extremely Intelligent,Yes,Worse,Yes,,Extremely important,Agree,Moderately Agree,Disagree,Completely Agree,Completely Disagree,Completely Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Control Group
3/11/21 4:33,3/11/21 4:48,IP Address,*******,100,880,TRUE,3/11/21 4:48,R_cTjHRdo1cmThaaR,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I give my consent to be the subject of the research.",,,White,Female,37,Bachelor's Degree,,Yes,Democrat,Moderate,50k-100k,No,,,No,Northeast,Neither Support Nor Oppose,Neither Support Nor Oppose,Strongly disagree,Strongly agree,Moderately Hardworking,Extremely Intelligent,Yes,Worse,Yes,,Slightly important,,,,,,,,,,,,,,,,,,,,,"No,Explain your opinion","Family business happens to be sports related, no intentional misconduct. ","No,Explain your opinion",Shouldn't punish a child for who the parent is and their business affiliation,No,No,,No,,Yes,,No,,,Disagree,Moderately Disagree,Agree,Moderately Agree,Moderately Disagree,Moderately Disagree,,,,,,,,,,,,,,,,Racial Resentment Treatment
3/11/21 5:27,3/11/21 5:32,IP Address,*******,100,330,TRUE,3/11/21 5:32,R_3fkoBLifsXRBgid,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,920209655,Black or African-American,Male,21,High School Degree or GED,,Yes,Democrat,Moderate,50k-100k,No,,,No,Northeast,Strongly Support,Somewhat Oppose,Strongly disagree,Strongly agree,Extremely Hardworking,Extremely Intelligent,Yes,Worse,No,,Moderately important,,,,,,,No,,No,,No,No,,,Agree,Moderately Disagree,Agree,Completely Agree,Completely Disagree,Completely Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Race Neutral Control Group
3/11/21 5:37,3/11/21 5:43,IP Address,*******,100,340,TRUE,3/11/21 5:43,R_27asyzZEQA3Q46H,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I give my consent to be the subject of the research.",,,White,Male,23,Bachelor's Degree,,No,Democrat,Moderate,300k-500k,No,,,No,Foreign Country,Neither Support Nor Oppose,Somewhat Oppose,Strongly disagree,Strongly agree,Neutral,Neutral,Yes,Worse,Yes,,Moderately important,Agree,Moderately Disagree,Disagree,Completely Agree,Moderately Disagree,Moderately Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Control Group
3/11/21 6:52,3/11/21 7:20,IP Address,*******,100,1666,TRUE,3/11/21 7:20,R_3dDMKeAv0QUH5bj,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I give my consent to be the subject of the research.",,,Black or African-American,Male,44,"Some College, No Diploma",,Yes,Democrat,Moderate,50k-100k,No,,,Yes,Mid Atlantic,Somewhat Support,Somewhat Support,Neither agree nor disagree,Strongly agree,Neutral,Extremely Intelligent,Yes,Worse,Yes,,Not at all important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,Yes,No,No,,Agree,Neither Agree Nor Disagree,Agree,,Moderately Agree,Neither Agree Nor Disagree,Moderately Disagree,Linked Fate Treatment
3/11/21 7:02,3/11/21 7:21,IP Address,*******,100,1176,TRUE,3/11/21 7:21,R_27Vh3IrngEWAzih,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I give my consent to be the subject of the research.",,,Black or African-American,Male,23,Bachelor's Degree,,Yes,Democrat,Liberal,50k-100k,No,,,Yes,Mid Atlantic,Strongly Support,Strongly Support,Strongly disagree,Strongly agree,Moderately Hardworking,Extremely Intelligent,Yes,Worse,Yes,,Very important,,,,,,,,,,,,,,,,,,,,,No,,No,,No,No,,Explain your opinion,"I don’t think Jake is wrong for taking money, but I don’t think he should’ve. Although the rules regarding this issue are very overdue for revision, I don’t think an athlete with that high of draft stock should jeopardize his future, especially since it seems his family has moderate means to support him financially. The $20MM+ he’d be making as a top pick dwarfs the gifts he received so it’s risk/reward. ",No,,No,,,Disagree,Completely Disagree,Disagree,Completely Agree,Moderately Disagree,Moderately Disagree,,,,,,,,,,,,,,,,Racial Resentment Treatment
3/11/21 4:57,3/11/21 8:06,IP Address,*******,100,11320,TRUE,3/11/21 8:06,R_3PC8Bz1DxSQ6EcU,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I give my consent to be the subject of the research.",,,Asian or Asian American,Male,,Bachelor's Degree,,No,,Conservative,500k+,No,,,No,Foreign Country,Strongly Oppose,Strongly Oppose,Strongly agree,Strongly disagree,Extremely Lazy,Extremely Unintelligent,No,Same,No,,Not at all important,,,,,,,Yes,,Yes,,No,Yes,,,Disagree,Completely Disagree,Disagree,Neither Agree Nor Disagree,Moderately Disagree,Completely Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Race Neutral Control Group
3/11/21 8:18,3/11/21 8:33,IP Address,*******,100,880,TRUE,3/11/21 8:33,R_12G76lhmQzpIdJf,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I give my consent to be the subject of the research.",,,White,Female,42,"Some College, No Diploma",,Yes,Republican,Moderate,50k-100k,No,,,No,Northeast,Somewhat Support,Neither Support Nor Oppose,Strongly disagree,Somewhat agree,Neutral,Neutral,No,Same,Explain your opinion here.,Both blacks and whites can fail just as easily as they can both succeed.  Nothing is handed to anyone.  You need to work for what you get.,Not at all important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,Yes,No,No,,Disagree,Completely Disagree,"Disagree,Explain your opinion.",Coronavirus is a scary thing that we don't know much about.  I think once all athletes have the choice/ability to get vaccinated...at that point they should fully compete.,Moderately Agree,Completely Disagree,Neither Agree Nor Disagree,Linked Fate Treatment
3/11/21 6:54,3/11/21 8:41,IP Address,*******,100,6433,TRUE,3/11/21 8:41,R_1HbGnNB5sLIKLm1,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I give my consent to be the subject of the research.",,,"White,Black or African-American",Female,22,"Some College, No Diploma",,Yes,Democrat,Liberal,0k-24k,No,,,No,Foreign Country,Somewhat Support,Somewhat Support,Strongly disagree,Strongly agree,Moderately Hardworking,Moderately Intelligent,Yes,Worse,Yes,,Extremely important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,Yes,No,No,"The NCAA is extremely clear about their rules in regard to accepting payment of any sort whilst a collegiate athlete. Jake would have been aware of this and so it is only fair that he is punished for it. The punishments for disobeying the rules are also clearly communicated to student athletes, before, after and during their time at college. ",Disagree,Moderately Disagree,Explain your opinion.,"If necessary precautions are taken then athletes should be able to compete. However, this does pose the issue of special treatment being given to athletes. As a college athlete, I would like to compete this season, but I understand why this is not possible. ",Completely Agree,Moderately Disagree,Moderately Agree,Linked Fate Treatment
3/11/21 0:20,3/11/21 9:17,IP Address,*******,100,32234,TRUE,3/11/21 9:17,R_eXMYc51p4y23vYB,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I give my consent to be the subject of the research.",,,Black or African-American,Female,40,Bachelor's Degree,,Yes,Democrat,Conservative,50k-100k,Yes,,,Yes,West Coast,Neither Support Nor Oppose,Neither Support Nor Oppose,Strongly disagree,Strongly agree,Extremely Hardworking,Extremely Intelligent,Yes,Worse,Explain your opinion here.,There are systematic injustices built in to our governmental set up that can be bias or pointed in a way that leaves African Americans at a significant disadvantage ,Extremely important,,,,,,,,,,,,,,,,,,,,,"No,Explain your opinion","If he knowingly took it from the NCAA then yes, but the lines seemed to be blurred through his father who also had a successful business whereby the athlete may have assumed they were coming from his father. ","Yes,No,Explain your opinion",Not if they come to the conclusion that he truly didn't know.,No,"No,Explain your opinion",If he wasn't aware he shouldn't be punished. Those involved should be the ones who are held accountable ,"No,Explain your opinion","Not if the compensation seemed to be coming from another source. If it was clear that it was related to the NCAA, then absolutely he violated the rules.","Yes,Explain your opinion","He is a name/face that can be recognized by those who follow the sport, and a way to deter others.",Explain your opinion,I don't know enough about that part to answer,,Disagree,Neither Agree Nor Disagree,Disagree,Completely Agree,Moderately Disagree,Moderately Agree,,,,,,,,,,,,,,,,Racial Resentment Treatment
3/11/21 10:29,3/11/21 11:24,IP Address,*******,100,3305,TRUE,3/11/21 11:24,R_TvLfcMBN5L9wBCV,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I give my consent to be the subject of the research.",,,White,,20,"Some College, No Diploma",,Yes,Democrat,Moderate,500k+,No,,,No,Northeast,Strongly Support,Neither Support Nor Oppose,Neither agree nor disagree,Neither agree nor disagree,Moderately Hardworking,Moderately Intelligent,Yes,Worse,Explain your opinion here.,"I think that that is an extremely harsh statement - the American political system was founded during a time when there were horrible things happening to Black Americans, but in modern America I believe that no race is outright discriminated against within the US political system.",Very important,,,,,,,,,,,,,,,,,,,,,Yes,,No,,No,No,,No,,Yes,,No,,,Agree,Completely Disagree,Agree,Completely Agree,Completely Disagree,Neither Agree Nor Disagree,,,,,,,,,,,,,,,,Racial Resentment Treatment
